time_s,head_px,head_py,head_pz,head_qx,head_qy,head_qz,head_qw,gaze_px,gaze_py,gaze_pz,gaze_dx,gaze_dy,gaze_dz
43.693241,-0.007442,-0.001130,0.010080,0.025973,0.002339,-0.008263,0.999626,-0.006747,0.002944,0.014015,-0.155587,0.012276,0.987746
43.709942,-0.007440,-0.001222,0.010108,0.026053,0.002399,-0.008196,0.999624,-0.006786,0.002955,0.013987,-0.147484,0.022122,0.988817
43.743139,-0.007426,-0.001321,0.010062,0.026829,0.002632,-0.008445,0.999601,-0.006749,0.003072,0.013952,-0.139997,0.019159,0.989967
43.776587,-0.007273,-0.001222,0.010101,0.027821,0.003114,-0.009141,0.999566,-0.006790,0.002950,0.013863,-0.145731,0.023579,0.989043
43.793460,-0.007172,-0.001327,0.010100,0.028041,0.003417,-0.009543,0.999555,-0.006713,0.003009,0.013869,-0.151766,0.010371,0.988362
43.826370,-0.007009,-0.001076,0.010114,0.028262,0.003968,-0.009691,0.999546,-0.006571,0.002825,0.013963,-0.148449,0.005295,0.988906
43.843490,-0.007059,-0.000906,0.010158,0.028092,0.004231,-0.009534,0.999551,-0.006529,0.002811,0.013969,-0.147293,0.005726,0.989076
43.860159,-0.006867,-0.000902,0.010160,0.027652,0.004379,-0.009368,0.999564,-0.006350,0.003190,0.014079,-0.111227,0.058425,0.992076
43.876928,-0.006971,-0.001006,0.010184,0.027077,0.004413,-0.009031,0.999583,-0.006409,0.002795,0.013957,-0.133041,0.016996,0.990965
43.910103,-0.006952,-0.001429,0.010195,0.026673,0.003965,-0.008423,0.999601,-0.006184,0.003348,0.013949,-0.100023,0.056083,0.993403
43.926914,-0.006920,-0.001444,0.010209,0.026884,0.003790,-0.008121,0.999598,-0.006137,0.003346,0.013963,-0.095664,0.057887,0.993729
43.943754,-0.006871,-0.001545,0.010182,0.027332,0.003664,-0.008059,0.999587,-0.006153,0.003307,0.014009,-0.091862,0.061854,0.993849
43.977128,-0.006795,-0.001469,0.010204,0.028561,0.003585,-0.008481,0.999550,-0.006236,0.003173,0.014077,-0.079986,0.059090,0.995043
44.010420,-0.006779,-0.001368,0.010142,0.028796,0.003508,-0.009035,0.999538,-0.006260,0.002682,0.014070,-0.107087,0.011099,0.994188
44.043874,-0.006726,-0.000979,0.010243,0.028538,0.004151,-0.009561,0.999538,-0.006246,0.002628,0.014044,-0.103213,0.003751,0.994652
44.060707,-0.006639,-0.000907,0.010227,0.028133,0.004593,-0.009614,0.999547,-0.006005,0.002991,0.013541,-0.094881,0.024280,0.995193
44.093886,-0.006564,-0.001201,0.010245,0.027017,0.005052,-0.009039,0.999581,-0.005857,0.003131,0.013579,-0.089414,0.026173,0.995651
44.127336,-0.006549,-0.001467,0.010140,0.026936,0.005403,-0.008634,0.999585,-0.006078,0.002881,0.014125,-0.083371,0.009457,0.996474
44.160743,-0.006487,-0.001642,0.010070,0.027783,0.005403,-0.008922,0.999560,-0.005949,0.003053,0.014092,-0.086017,-0.002361,0.996291
44.193950,-0.006478,-0.001644,0.009913,0.029017,0.005417,-0.009227,0.999522,-0.005978,0.002704,0.014078,-0.069073,0.015862,0.997486
44.227805,-0.006553,-0.001472,0.009872,0.029475,0.005483,-0.009412,0.999506,-0.005966,0.002484,0.014030,-0.061053,0.041291,0.997280
44.260723,-0.006442,-0.000959,0.009772,0.028955,0.005808,-0.009127,0.999522,-0.005969,0.002414,0.014040,-0.065175,0.038375,0.997136
44.277464,-0.006457,-0.000820,0.009819,0.028169,0.006084,-0.008938,0.999545,-0.005973,0.002376,0.013972,-0.058357,0.047270,0.997176
44.294286,-0.006447,-0.000860,0.009804,0.027213,0.006137,-0.008496,0.999575,-0.005958,0.002443,0.014081,-0.004857,-0.009184,0.999946
44.311063,-0.006529,-0.000955,0.009736,0.026398,0.006095,-0.008155,0.999600,-0.005944,0.002580,0.013828,-0.040759,0.040634,0.998342
44.344263,-0.006524,-0.001223,0.009682,0.026221,0.005882,-0.007844,0.999608,-0.005232,0.002757,0.013727,-0.044484,0.051915,0.997660
44.377896,-0.006537,-0.001285,0.009574,0.027118,0.005705,-0.008058,0.999584,-0.005315,0.002957,0.013656,-0.030681,0.044637,0.998532
44.394800,-0.006560,-0.001233,0.009661,0.027790,0.005724,-0.008186,0.999564,-0.005331,0.002941,0.013589,-0.030059,0.044473,0.998558
44.428006,-0.006524,-0.000993,0.009701,0.028520,0.006192,-0.008690,0.999536,-0.005403,0.002818,0.013555,-0.022889,0.036898,0.999057
44.461601,-0.006500,-0.000799,0.009761,0.028549,0.006889,-0.008823,0.999530,-0.005397,0.002800,0.013573,-0.020789,0.031962,0.999273
44.478280,-0.006536,-0.000599,0.009739,0.028407,0.007171,-0.008688,0.999533,-0.005456,0.002856,0.013557,-0.014190,0.034226,0.999313
44.511466,-0.006577,-0.000688,0.009922,0.027550,0.007683,-0.008032,0.999559,-0.005372,0.002939,0.013608,-0.008785,0.044026,0.998992
44.528461,-0.006694,-0.000791,0.009934,0.027222,0.007681,-0.007613,0.999571,-0.005314,0.003022,0.013618,-0.013834,0.044047,0.998934
44.561824,-0.006699,-0.001053,0.010018,0.027721,0.007375,-0.007213,0.999563,-0.005399,0.003174,0.013643,-0.006243,0.045609,0.998940
44.595143,-0.006717,-0.001164,0.009943,0.029015,0.007166,-0.007449,0.999526,-0.005474,0.003158,0.013903,0.037383,-0.014738,0.999192
44.628690,-0.006697,-0.000986,0.010012,0.029840,0.006816,-0.007554,0.999503,-0.005421,0.003036,0.013720,-0.006879,0.040234,0.999167
44.661681,-0.006732,-0.000742,0.010016,0.030052,0.006786,-0.007321,0.999499,-0.005439,0.002861,0.013810,-0.016049,0.054374,0.998392
44.678496,-0.006778,-0.000584,0.010029,0.029916,0.006820,-0.007288,0.999503,-0.005465,0.002807,0.013857,-0.004884,0.048836,0.998795
44.695225,-0.006763,-0.000440,0.010171,0.029528,0.006806,-0.007160,0.999515,-0.005460,0.002775,0.014116,0.029945,-0.016896,0.999409
44.728440,-0.006782,-0.000353,0.010426,0.028228,0.006585,-0.006626,0.999558,-0.005572,0.003007,0.013935,0.007160,0.051902,0.998627
44.745382,-0.006827,-0.000578,0.010466,0.027852,0.006442,-0.006494,0.999570,-0.005555,0.003111,0.014137,0.017635,0.020324,0.999638
44.778583,-0.006845,-0.000880,0.010478,0.028690,0.005952,-0.006373,0.999550,-0.005554,0.003424,0.014319,0.016445,0.017602,0.999710
44.795383,-0.006748,-0.001085,0.010569,0.029392,0.005902,-0.006712,0.999528,-0.005549,0.003458,0.014261,0.003205,0.032005,0.999483
44.812089,-0.006783,-0.001016,0.010607,0.030258,0.005892,-0.006933,0.999501,-0.005626,0.003443,0.014465,0.044604,-0.021733,0.998768
44.828771,-0.006778,-0.001017,0.010574,0.030679,0.005904,-0.007085,0.999487,-0.006194,0.003367,0.014634,0.011096,-0.012653,0.999858
44.862005,-0.006805,-0.000975,0.010632,0.031143,0.006023,-0.006917,0.999473,-0.006169,0.003065,0.014681,0.012422,-0.008304,0.999888
44.895917,-0.006940,-0.000696,0.010510,0.030945,0.006149,-0.006477,0.999481,-0.006157,0.002809,0.014611,-0.007646,0.023108,0.999704
44.928999,-0.007111,-0.000725,0.010589,0.029689,0.005735,-0.005878,0.999526,-0.005914,0.003193,0.014040,0.003492,0.041375,0.999138
44.962781,-0.007260,-0.000923,0.010453,0.028096,0.004826,-0.004959,0.999581,-0.006257,0.002898,0.014725,0.013071,-0.006271,0.999895
44.995924,-0.007337,-0.000988,0.010373,0.028029,0.003957,-0.004939,0.999587,-0.006357,0.003112,0.014651,0.012557,-0.012054,0.999849
45.012619,-0.007387,-0.001113,0.010330,0.028411,0.003751,-0.005052,0.999577,-0.006241,0.002921,0.014642,0.000700,0.001978,0.999998
45.045733,-0.007413,-0.000844,0.010126,0.029161,0.003769,-0.005032,0.999555,-0.006594,0.003059,0.014570,-0.023404,0.007502,0.999698
45.062731,-0.007476,-0.000807,0.010115,0.029334,0.003972,-0.004911,0.999550,-0.006604,0.003051,0.014436,-0.022405,0.003029,0.999744
45.096150,-0.007535,-0.000588,0.010098,0.029051,0.004354,-0.004586,0.999558,-0.006744,0.002962,0.014338,-0.022418,-0.000512,0.999749
45.129258,-0.007662,-0.000363,0.010141,0.028243,0.004368,-0.004404,0.999582,-0.006788,0.003001,0.014300,-0.022885,0.004356,0.999729
45.162672,-0.007880,-0.000489,0.010177,0.026925,0.003749,-0.003887,0.999623,-0.006871,0.003191,0.014222,-0.021911,0.000475,0.999760
45.195949,-0.007980,-0.000893,0.010229,0.027203,0.003151,-0.003747,0.999618,-0.007002,0.003389,0.014226,-0.021771,0.001707,0.999762
45.229378,-0.008113,-0.001140,0.010156,0.028329,0.003062,-0.003864,0.999587,-0.007158,0.003448,0.014316,-0.021528,-0.000769,0.999768
45.246136,-0.008145,-0.000953,0.010169,0.028863,0.003072,-0.003799,0.999571,-0.007232,0.003369,0.014323,-0.021002,0.000057,0.999780
45.263058,-0.008138,-0.000882,0.010124,0.029114,0.003178,-0.003664,0.999564,-0.007309,0.003234,0.014319,-0.022622,-0.002197,0.999742
45.296017,-0.008269,-0.000603,0.010094,0.029001,0.003476,-0.003252,0.999568,-0.007407,0.003020,0.014278,-0.027749,0.000804,0.999615
45.313104,-0.008319,-0.000346,0.010086,0.028594,0.003581,-0.003048,0.999580,-0.007427,0.002984,0.014275,0.013833,-0.003583,0.999898
45.329992,-0.008380,-0.000199,0.010120,0.028078,0.003566,-0.002916,0.999595,-0.007455,0.003022,0.014280,0.011111,-0.002338,0.999936
45.363336,-0.008463,-0.000287,0.010222,0.026760,0.003204,-0.002518,0.999634,-0.007583,0.003175,0.014209,0.014824,-0.000340,0.999890
45.396666,-0.008549,-0.000632,0.010248,0.026325,0.002752,-0.002346,0.999647,-0.007735,0.003430,0.014179,-0.025362,0.002777,0.999675
45.429790,-0.008575,-0.000760,0.010192,0.027078,0.002537,-0.002880,0.999626,-0.007903,0.003597,0.014231,-0.022528,-0.001847,0.999745
45.446565,-0.008523,-0.000733,0.010207,0.027688,0.002617,-0.003184,0.999608,-0.007915,0.003574,0.014255,-0.026671,0.002992,0.999640
45.463587,-0.008582,-0.000690,0.010266,0.028200,0.002804,-0.003209,0.999593,-0.007919,0.003570,0.014198,-0.028729,-0.000569,0.999587
45.480485,-0.008606,-0.000653,0.010254,0.028589,0.003085,-0.003138,0.999582,-0.007971,0.003459,0.014241,-0.025373,0.001451,0.999677
45.513383,-0.008717,-0.000546,0.010379,0.028631,0.003804,-0.002854,0.999579,-0.008136,0.003272,0.014377,-0.023437,-0.000135,0.999725
45.530388,-0.008701,-0.000343,0.010304,0.028457,0.003965,-0.002703,0.999584,-0.008136,0.003272,0.014377,-0.023437,-0.000135,0.999725
45.563799,-0.008868,-0.000371,0.010471,0.027403,0.003591,-0.002230,0.999616,-0.007900,0.003069,0.014381,0.004423,0.008336,0.999956
45.596879,-0.008948,-0.000686,0.010323,0.026577,0.002507,-0.002123,0.999641,-0.007915,0.003177,0.014444,-0.024010,-0.001645,0.999710
45.631015,-0.009020,-0.000901,0.010328,0.027385,0.001851,-0.002356,0.999621,-0.007941,0.003367,0.014349,-0.024744,-0.002206,0.999691
45.663634,-0.009012,-0.000857,0.010413,0.028261,0.002056,-0.002604,0.999595,-0.008154,0.003130,0.014393,-0.027562,-0.001106,0.999620
45.696752,-0.009089,-0.000668,0.010397,0.028362,0.002984,-0.002230,0.999591,-0.008268,0.002927,0.014392,-0.013367,0.002623,0.999907
45.713768,-0.009142,-0.000560,0.010427,0.028221,0.003265,-0.001988,0.999594,-0.008268,0.002927,0.014392,-0.013367,0.002623,0.999907
45.730502,-0.009121,-0.000380,0.010483,0.027982,0.003460,-0.001773,0.999601,-0.008286,0.002946,0.014403,-0.013755,0.004469,0.999895
45.764065,-0.009249,-0.000082,0.010684,0.027203,0.003343,-0.001483,0.999623,-0.008315,0.002932,0.014452,-0.010588,0.008323,0.999909
45.797051,-0.009409,-0.000200,0.010885,0.025998,0.002379,-0.001380,0.999658,-0.008349,0.003158,0.014526,-0.011428,0.004900,0.999923
45.814170,-0.009397,-0.000628,0.010909,0.025968,0.001943,-0.001520,0.999660,-0.008433,0.003421,0.014616,-0.011897,0.006911,0.999905
45.847369,-0.009429,-0.000876,0.011034,0.027263,0.001843,-0.002000,0.999625,-0.008570,0.003527,0.014758,-0.011802,0.006374,0.999910
45.880667,-0.009464,-0.000917,0.011126,0.028769,0.002429,-0.002235,0.999581,-0.008609,0.003439,0.014853,-0.012850,0.011112,0.999856
45.897551,-0.009388,-0.000863,0.011037,0.029198,0.002884,-0.002138,0.999567,-0.008681,0.003294,0.014876,-0.013688,0.009948,0.999857
45.930979,-0.009377,-0.000813,0.011103,0.029471,0.003619,-0.001716,0.999558,-0.008365,0.002684,0.015108,0.000868,0.024250,0.999706
45.964311,-0.009468,-0.000439,0.011118,0.028782,0.003487,-0.001558,0.999578,-0.008296,0.002579,0.015087,-0.003435,0.013221,0.999907
45.997678,-0.009526,-0.000432,0.011318,0.027516,0.002808,-0.001355,0.999617,-0.008263,0.002622,0.015267,0.001634,0.025095,0.999684
46.031024,-0.009533,-0.000938,0.011331,0.027172,0.002095,-0.001283,0.999628,-0.008282,0.002764,0.015343,0.004220,0.008725,0.999953
46.047705,-0.009453,-0.000959,0.011403,0.027565,0.002009,-0.001542,0.999617,-0.008306,0.002831,0.015412,0.002175,0.013134,0.999911
46.064563,-0.009410,-0.001033,0.011347,0.028053,0.002100,-0.001787,0.999603,-0.008311,0.002856,0.015467,0.000428,0.024698,0.999695
46.097873,-0.009272,-0.000807,0.011405,0.028814,0.002696,-0.002022,0.999579,-0.008322,0.002762,0.015527,0.000559,0.019636,0.999807
46.131001,-0.009143,-0.000679,0.011386,0.028876,0.003440,-0.002185,0.999575,-0.008376,0.002520,0.015571,0.002547,0.025471,0.999672
46.164528,-0.009141,-0.000408,0.011384,0.028456,0.003565,-0.001976,0.999587,-0.008182,0.002474,0.015641,0.003652,0.034201,0.999408
46.181251,-0.009146,-0.000309,0.011435,0.028006,0.003479,-0.002026,0.999600,-0.008182,0.002474,0.015641,0.003652,0.034201,0.999408
46.197951,-0.009127,-0.000334,0.011485,0.027418,0.003263,-0.002037,0.999617,-0.008774,0.002752,0.015560,0.029836,0.042669,0.998644
46.214639,-0.009152,-0.000377,0.011505,0.026767,0.002947,-0.002085,0.999635,-0.008797,0.002650,0.015633,0.038673,0.047584,0.998118
46.231321,-0.009064,-0.000762,0.011499,0.026305,0.002744,-0.002258,0.999648,-0.008664,0.002834,0.015664,0.013745,0.047534,0.998775
46.248029,-0.009075,-0.000935,0.011463,0.026530,0.002596,-0.002449,0.999642,-0.008648,0.002793,0.015693,0.014214,0.052095,0.998541
46.264857,-0.009097,-0.001101,0.011457,0.026869,0.002556,-0.002676,0.999632,-0.008706,0.002783,0.015706,0.016480,0.053756,0.998418
46.281680,-0.009092,-0.001248,0.011375,0.027566,0.002654,-0.002938,0.999612,-0.008706,0.002783,0.015706,0.016480,0.053756,0.998418
46.298425,-0.009125,-0.001226,0.011219,0.028199,0.002923,-0.003105,0.999593,-0.008766,0.002541,0.015756,0.020107,0.061749,0.997889
46.331364,-0.009093,-0.001018,0.010926,0.028443,0.003448,-0.002635,0.999586,-0.008784,0.002220,0.015749,0.016800,0.064052,0.997805
46.348140,-0.009163,-0.000837,0.010909,0.027925,0.003468,-0.002317,0.999601,-0.008825,0.002040,0.015455,0.026524,0.067587,0.997361
46.365167,-0.009150,-0.000627,0.010712,0.027197,0.003410,-0.002190,0.999622,-0.008840,0.001956,0.015400,0.025821,0.073414,0.996967
46.398382,-0.009277,-0.000329,0.010562,0.025580,0.002865,-0.002121,0.999667,-0.008772,0.001945,0.015307,0.021795,0.071439,0.997207
46.431765,-0.009272,-0.000351,0.010413,0.024206,0.002048,-0.001833,0.999703,-0.008862,0.002373,0.015044,0.042849,0.065051,0.996962
48.769311,-0.010156,-0.000410,0.011056,0.022868,-0.000624,-0.002738,0.999735,-0.009640,0.002553,0.015439,0.056468,0.076738,0.995451
48.786042,-0.010200,-0.000429,0.011077,0.023171,-0.001222,-0.003332,0.999725,-0.009767,0.002657,0.015436,0.062171,0.066326,0.995859
48.802809,-0.010089,-0.000477,0.011126,0.023283,-0.001534,-0.003936,0.999720,-0.009746,0.002872,0.015357,0.044326,0.077617,0.995997
48.835726,-0.009982,-0.000600,0.010960,0.023313,-0.000829,-0.004435,0.999718,-0.009792,0.002885,0.015325,0.055857,0.054774,0.996935
48.852715,-0.009873,-0.000736,0.010930,0.023671,-0.000157,-0.004239,0.999711,-0.009641,0.003223,0.015168,0.032221,0.051362,0.998160
48.869754,-0.009846,-0.000600,0.010972,0.023877,0.000796,-0.003811,0.999707,-0.009535,0.003165,0.015196,0.026484,0.046125,0.998585
48.903017,-0.009844,-0.000385,0.010882,0.023405,0.001996,-0.002848,0.999720,-0.008837,0.002636,0.015306,-0.009248,0.037948,0.999237
48.921657,-0.009896,-0.000536,0.010903,0.023113,0.001769,-0.002277,0.999729,-0.008778,0.002666,0.015239,-0.005158,0.029739,0.999544
48.953166,-0.010007,-0.000561,0.010827,0.022846,0.000688,-0.002369,0.999736,-0.008614,0.002823,0.015125,-0.016905,0.021866,0.999618
48.986569,-0.009892,-0.000603,0.010649,0.023308,-0.000787,-0.003825,0.999721,-0.008716,0.003087,0.015010,-0.003114,0.021353,0.999767
49.019927,-0.009754,-0.000866,0.010533,0.023811,-0.001192,-0.005016,0.999703,-0.008765,0.003119,0.014929,-0.010649,-0.014211,0.999842
49.036669,-0.009797,-0.000805,0.010409,0.024095,-0.000688,-0.005084,0.999697,-0.008727,0.003152,0.014875,-0.012494,-0.023350,0.999649
49.070028,-0.009702,-0.000981,0.010262,0.024696,0.000796,-0.004508,0.999685,-0.008870,0.003255,0.014725,0.000528,-0.015653,0.999877
49.103314,-0.009665,-0.000592,0.010195,0.024384,0.001805,-0.003405,0.999695,-0.008743,0.003157,0.014678,-0.002290,-0.024478,0.999698
49.136977,-0.009793,-0.000620,0.010194,0.023445,0.001429,-0.002634,0.999721,-0.008611,0.003232,0.014480,-0.001962,-0.041719,0.999127
49.170071,-0.009812,-0.000610,0.010214,0.023220,0.000014,-0.003147,0.999726,-0.008786,0.003584,0.014035,-0.008382,0.012073,0.999892
49.203425,-0.009607,-0.000614,0.010429,0.024104,-0.001269,-0.004601,0.999698,-0.008818,0.003543,0.013979,0.039791,-0.010222,0.999156
49.236734,-0.009419,-0.000824,0.010425,0.025546,-0.000714,-0.005914,0.999656,-0.008949,0.004083,0.013702,0.019352,-0.061821,0.997900
49.253566,-0.009353,-0.001056,0.010452,0.026434,0.000006,-0.006128,0.999632,-0.008927,0.004103,0.013783,0.016054,-0.065980,0.997692
49.270313,-0.009281,-0.001210,0.010551,0.027372,0.000673,-0.006006,0.999607,-0.008908,0.004032,0.013786,0.020370,-0.070113,0.997331
49.287019,-0.009275,-0.001224,0.010647,0.028398,0.001455,-0.005722,0.999579,-0.008757,0.003976,0.013946,0.010030,-0.065041,0.997832
49.320288,-0.009243,-0.001127,0.010830,0.029539,0.002516,-0.005070,0.999548,-0.008645,0.003703,0.014073,0.017414,-0.072408,0.997223
49.337242,-0.009264,-0.001325,0.010888,0.029713,0.002485,-0.004504,0.999545,-0.008532,0.003578,0.014106,0.010852,-0.075350,0.997098
49.353935,-0.009305,-0.001297,0.010961,0.029784,0.002127,-0.003980,0.999546,-0.008504,0.003545,0.014122,0.017568,-0.101071,0.994724
49.387322,-0.009362,-0.001478,0.011026,0.030109,0.000814,-0.004291,0.999537,-0.008510,0.003139,0.014212,0.025433,-0.084304,0.996115
49.420411,-0.009290,-0.001467,0.011218,0.030824,-0.000160,-0.005296,0.999511,-0.008480,0.003226,0.014445,0.013568,-0.125131,0.992047
49.453641,-0.009224,-0.001674,0.011381,0.031518,-0.000245,-0.006078,0.999485,-0.008511,0.003162,0.014679,0.007812,-0.132273,0.991183
49.470994,-0.009214,-0.001720,0.011437,0.031767,0.000108,-0.006082,0.999477,-0.008514,0.003128,0.014740,0.007436,-0.134120,0.990937
49.503985,-0.009273,-0.001761,0.011447,0.032482,0.000800,-0.005481,0.999457,-0.008523,0.003114,0.014885,0.007045,-0.145983,0.989262
49.520661,-0.009212,-0.001533,0.011526,0.032600,0.001009,-0.005323,0.999454,-0.008526,0.003068,0.014904,0.008908,-0.150904,0.988508
49.537683,-0.009236,-0.001515,0.011522,0.032526,0.001363,-0.005018,0.999457,-0.008456,0.003002,0.014949,0.005586,-0.153141,0.988189
49.570975,-0.009222,-0.001645,0.011451,0.032661,0.000897,-0.004388,0.999457,-0.008412,0.003152,0.014940,0.005398,-0.161015,0.986937
49.587791,-0.009263,-0.001776,0.011459,0.033037,0.000496,-0.004642,0.999443,-0.008334,0.003148,0.014980,0.006216,-0.160785,0.986970
49.620794,-0.009118,-0.001727,0.011349,0.033976,-0.000235,-0.005798,0.999406,-0.008259,0.003154,0.015004,0.006531,-0.169803,0.985457
49.637566,-0.009014,-0.001720,0.011237,0.034539,-0.000339,-0.006373,0.999383,-0.008314,0.003118,0.015031,0.009936,-0.174900,0.984536
49.671131,-0.008988,-0.001926,0.010927,0.035612,0.000112,-0.006870,0.999342,-0.008199,0.003110,0.014940,0.002854,-0.181100,0.983461
49.704354,-0.009022,-0.002134,0.010657,0.036678,0.000864,-0.006440,0.999306,-0.008197,0.003112,0.014733,0.005475,-0.195501,0.980688
49.721187,-0.009041,-0.001929,0.010628,0.036941,0.001232,-0.005770,0.999300,-0.008119,0.003049,0.014677,0.004427,-0.193907,0.981010
49.738093,-0.009076,-0.001796,0.010655,0.036863,0.001319,-0.005225,0.999306,-0.008101,0.002949,0.014595,0.003338,-0.196849,0.980428
49.771417,-0.009219,-0.001563,0.010615,0.036027,0.000934,-0.003976,0.999343,-0.007934,0.002686,0.014794,0.014011,-0.221187,0.975131
49.788088,-0.009311,-0.001725,0.010490,0.035443,0.000278,-0.003585,0.999365,-0.008155,0.003071,0.014277,0.004140,-0.224878,0.974378
49.804803,-0.009390,-0.001594,0.010476,0.035369,-0.000347,-0.003815,0.999367,-0.007973,0.002840,0.014705,0.006013,-0.245390,0.969406
49.838205,-0.009500,-0.001416,0.010314,0.035550,-0.001479,-0.004830,0.999355,-0.008257,0.003160,0.014181,-0.009286,-0.221200,0.975184
49.871226,-0.009450,-0.001322,0.010443,0.035436,-0.001585,-0.005513,0.999356,-0.008359,0.003248,0.014171,-0.017174,-0.223054,0.974655
49.888041,-0.009427,-0.001294,0.010390,0.035235,-0.001064,-0.005483,0.999364,-0.008549,0.003349,0.014211,-0.004038,-0.231331,0.972867
49.904872,-0.009496,-0.001354,0.010321,0.035103,-0.000363,-0.005195,0.999370,-0.008474,0.003336,0.014216,-0.015912,-0.226105,0.973973
49.921762,-0.009495,-0.001243,0.010307,0.034972,0.000328,-0.004766,0.999377,-0.008496,0.003482,0.014229,-0.020941,-0.230734,0.972792
49.954810,-0.009714,-0.001094,0.010376,0.034743,0.001397,-0.003774,0.999388,-0.008603,0.003513,0.014196,-0.013676,-0.231479,0.972744
49.988224,-0.009928,-0.001004,0.010491,0.034312,0.000673,-0.002748,0.999407,-0.008628,0.003620,0.014169,-0.014067,-0.238601,0.971016
50.021690,-0.010119,-0.001065,0.010609,0.034351,-0.000717,-0.002940,0.999405,-0.008748,0.003676,0.014181,-0.021669,-0.234795,0.971804
50.055029,-0.010182,-0.001021,0.010800,0.034753,-0.001835,-0.003943,0.999387,-0.009084,0.003715,0.014251,-0.006928,-0.239637,0.970838
50.088353,-0.010160,-0.000908,0.010989,0.034953,-0.001697,-0.004553,0.999377,-0.009256,0.003725,0.014351,-0.013305,-0.235908,0.971684
50.122031,-0.010151,-0.001022,0.011093,0.034555,-0.000578,-0.004196,0.999394,-0.009262,0.003807,0.014468,-0.024499,-0.229836,0.972921
50.155358,-0.010177,-0.000812,0.011286,0.034325,0.000667,-0.003509,0.999404,-0.009455,0.003823,0.014539,0.000669,-0.221379,0.975188
50.172026,-0.010232,-0.000941,0.011476,0.034158,0.000824,-0.003109,0.999411,-0.009414,0.003869,0.014552,-0.004010,-0.222760,0.974865
50.189025,-0.010331,-0.000937,0.011585,0.034098,0.000465,-0.002541,0.999415,-0.009373,0.003826,0.014689,-0.004790,-0.221710,0.975101
50.222220,-0.010364,-0.001155,0.011687,0.034217,-0.000925,-0.002461,0.999411,-0.009421,0.003908,0.014788,0.003627,-0.225764,0.974175
50.238940,-0.010340,-0.001152,0.011666,0.034416,-0.001428,-0.003003,0.999402,-0.009401,0.003894,0.014896,0.000099,-0.223106,0.974794
50.272373,-0.010182,-0.001015,0.011718,0.034976,-0.001799,-0.004368,0.999377,-0.009542,0.003859,0.014997,0.008139,-0.225148,0.974291
50.305429,-0.010026,-0.001142,0.011773,0.035139,-0.001060,-0.004739,0.999371,-0.009402,0.003753,0.015125,-0.003130,-0.213546,0.976928
50.322215,-0.009971,-0.001207,0.011793,0.035105,-0.000316,-0.004594,0.999373,-0.009513,0.003754,0.015100,0.013542,-0.212434,0.977082
50.355570,-0.009944,-0.001175,0.011700,0.034825,0.000900,-0.003641,0.999386,-0.009392,0.003750,0.015124,0.009256,-0.224739,0.974375
50.388999,-0.010106,-0.001124,0.011746,0.033769,0.000893,-0.002614,0.999426,-0.009021,0.003362,0.015519,0.010102,-0.227789,0.973658
50.405686,-0.010232,-0.001084,0.011632,0.033243,0.000223,-0.002269,0.999445,-0.008992,0.003452,0.015555,0.007324,-0.238849,0.971029
50.422779,-0.010228,-0.001178,0.011651,0.032913,-0.000618,-0.002183,0.999456,-0.009014,0.003361,0.015459,0.008366,-0.231546,0.972788
50.455907,-0.010268,-0.001068,0.011663,0.032885,-0.001970,-0.002943,0.999453,-0.009318,0.003659,0.015035,0.002756,-0.212069,0.977251
50.472757,-0.010217,-0.001069,0.011573,0.033051,-0.002415,-0.003478,0.999445,-0.009340,0.003671,0.015103,0.003176,-0.210543,0.977579
50.489772,-0.010166,-0.000971,0.011578,0.033272,-0.002461,-0.004007,0.999435,-0.009428,0.003666,0.015030,0.012340,-0.208794,0.977882
50.522777,-0.010043,-0.000992,0.011651,0.033211,-0.001661,-0.004420,0.999437,-0.009495,0.003825,0.014976,0.001670,-0.213770,0.976883
50.555971,-0.009928,-0.001104,0.011489,0.032726,-0.000150,-0.004079,0.999456,-0.009506,0.003929,0.014828,0.006161,-0.208185,0.978070
50.572882,-0.009933,-0.000976,0.011225,0.032593,0.000610,-0.003725,0.999462,-0.009289,0.003762,0.015352,0.016716,-0.232260,0.972510
50.606309,-0.010170,-0.000909,0.011168,0.032224,0.000860,-0.002855,0.999476,-0.009384,0.003993,0.014642,0.016245,-0.200760,0.979506
50.639507,-0.010347,-0.000987,0.011061,0.031694,-0.000490,-0.002404,0.999495,-0.009099,0.003750,0.015041,0.022919,-0.208163,0.977826
50.656520,-0.010335,-0.000842,0.011028,0.031666,-0.001291,-0.002776,0.999494,-0.009164,0.003757,0.014971,0.022424,-0.206482,0.978193
50.689709,-0.010443,-0.000617,0.010885,0.031768,-0.002310,-0.003813,0.999485,-0.009503,0.004050,0.014421,0.006664,-0.179499,0.983736
50.706671,-0.010405,-0.000498,0.010808,0.031710,-0.002309,-0.004190,0.999486,-0.009564,0.003953,0.014869,0.029704,-0.191671,0.981010
50.739852,-0.010302,-0.000500,0.010692,0.031015,-0.001540,-0.004487,0.999508,-0.009588,0.003976,0.014361,-0.007081,-0.122494,0.992444
50.773082,-0.010230,-0.000386,0.010594,0.029859,-0.000265,-0.003804,0.999547,-0.009698,0.003888,0.014600,-0.031172,-0.153008,0.987733
50.789975,-0.010279,-0.000255,0.010601,0.029319,0.000262,-0.003487,0.999564,-0.009645,0.003946,0.014526,-0.034222,-0.152182,0.987760
